epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
100,5964.39,0.64397,0.5867,1.28927,0.0157,0.85286,0.72468,0.78162,0.62764,0.51447,0.43857,1.27362,0.01346,0.003466,0.003466,0.003466
101,6019.15,0.63766,0.58559,1.27903,0.01567,0.84569,0.72634,0.7833,0.62877,0.51391,0.4338,1.27233,0.01355,0.0034,0.0034,0.0034
102,6074.1,0.6274,0.57657,1.27433,0.01448,0.86565,0.70914,0.77781,0.62437,0.51231,0.43611,1.26947,0.01319,0.003334,0.003334,0.003334
103,6130.29,0.64326,0.58242,1.28617,0.01564,0.87124,0.71068,0.78147,0.62925,0.51531,0.43453,1.27057,0.01327,0.003268,0.003268,0.003268
104,6186.17,0.63224,0.5756,1.27176,0.01578,0.85204,0.7234,0.78309,0.63189,0.51565,0.43341,1.26733,0.01367,0.003202,0.003202,0.003202
105,6242.02,0.61781,0.55792,1.26839,0.01297,0.85097,0.72459,0.78246,0.63121,0.51092,0.4297,1.26179,0.01355,0.003136,0.003136,0.003136
106,6298.3,0.62453,0.56471,1.27176,0.01465,0.84982,0.72158,0.78258,0.63138,0.51308,0.42674,1.26426,0.01385,0.00307,0.00307,0.00307
107,6354.91,0.63593,0.57067,1.28308,0.01515,0.85428,0.71797,0.78321,0.62956,0.5137,0.42898,1.26665,0.01322,0.003004,0.003004,0.003004
108,6410.82,0.62248,0.56875,1.2637,0.0149,0.85968,0.71877,0.78133,0.62922,0.51405,0.43,1.26761,0.01309,0.002938,0.002938,0.002938
109,6468.27,0.61673,0.55919,1.26531,0.01473,0.86104,0.72301,0.78255,0.63004,0.51339,0.42783,1.26579,0.013,0.002872,0.002872,0.002872
110,6525.17,0.62667,0.56679,1.27253,0.01462,0.85783,0.72826,0.78444,0.63116,0.51206,0.42602,1.26467,0.01301,0.002806,0.002806,0.002806
111,6581.94,0.62309,0.55891,1.26925,0.01523,0.8464,0.73644,0.78477,0.63183,0.51214,0.42014,1.26748,0.01345,0.00274,0.00274,0.00274
112,6636.72,0.61313,0.54905,1.25532,0.01469,0.85447,0.73057,0.78587,0.63265,0.51059,0.41859,1.26655,0.0131,0.002674,0.002674,0.002674
113,6691.45,0.61223,0.5545,1.25092,0.01469,0.85911,0.73225,0.78779,0.63546,0.50757,0.4173,1.26281,0.01303,0.002608,0.002608,0.002608
114,6746.32,0.61485,0.55467,1.26229,0.01309,0.85146,0.7361,0.78958,0.6362,0.50875,0.41481,1.26464,0.01221,0.002542,0.002542,0.002542
115,6801.01,0.61638,0.55343,1.26008,0.01445,0.85414,0.73933,0.78847,0.63469,0.51097,0.4163,1.26934,0.01238,0.002476,0.002476,0.002476
116,6855.62,0.60563,0.5431,1.2465,0.01505,0.85106,0.73995,0.78666,0.63485,0.50769,0.41428,1.26371,0.01254,0.00241,0.00241,0.00241
117,6910.29,0.60963,0.54573,1.26031,0.0138,0.85045,0.73999,0.78712,0.63458,0.50675,0.41466,1.26196,0.01236,0.002344,0.002344,0.002344
118,6965.11,0.60793,0.54465,1.26141,0.01424,0.85302,0.73787,0.78813,0.63667,0.50516,0.41562,1.25974,0.01248,0.002278,0.002278,0.002278
119,7019.72,0.60245,0.53903,1.25116,0.01453,0.85066,0.73638,0.78908,0.63738,0.50417,0.41468,1.25826,0.01247,0.002212,0.002212,0.002212
120,7074.68,0.61414,0.54795,1.2548,0.01398,0.86741,0.72967,0.78827,0.63614,0.50467,0.41432,1.26029,0.01241,0.002146,0.002146,0.002146
121,7129.54,0.60744,0.54923,1.25223,0.01383,0.85299,0.7366,0.78961,0.63779,0.50508,0.41498,1.26025,0.013,0.00208,0.00208,0.00208
122,7184.1,0.60326,0.53524,1.25159,0.01404,0.85758,0.73216,0.78901,0.63808,0.50344,0.41576,1.26042,0.01226,0.002014,0.002014,0.002014
123,7238.54,0.60402,0.5347,1.24923,0.01384,0.85248,0.73247,0.7869,0.63772,0.50269,0.41192,1.26022,0.01229,0.001948,0.001948,0.001948
124,7292.97,0.59472,0.53204,1.24085,0.01317,0.84821,0.74155,0.79089,0.63909,0.50282,0.41182,1.2596,0.01194,0.001882,0.001882,0.001882
125,7347.86,0.59736,0.52486,1.23637,0.01367,0.85328,0.73972,0.78957,0.63889,0.50349,0.40988,1.25993,0.01207,0.001816,0.001816,0.001816
